valor_ipc,categoria_gasto,fecha_iso,indicador
87.613,IPC General,2008-07-01,IPC_Indice_Base_2021_INE
88.117,IPC General,2008-06-01,IPC_Indice_Base_2021_INE
87.716,IPC General,2008-05-01,IPC_Indice_Base_2021_INE
87.089,IPC General,2008-04-01,IPC_Indice_Base_2021_INE
85.986,IPC General,2008-03-01,IPC_Indice_Base_2021_INE
85.28,IPC General,2008-02-01,IPC_Indice_Base_2021_INE
85.096,IPC General,2008-01-01,IPC_Indice_Base_2021_INE
85.518,IPC General,2007-12-01,IPC_Indice_Base_2021_INE
85.232,IPC General,2007-11-01,IPC_Indice_Base_2021_INE
84.751,IPC General,2007-10-01,IPC_Indice_Base_2021_INE
83.692,IPC General,2007-09-01,IPC_Indice_Base_2021_INE
83.438,IPC General,2007-08-01,IPC_Indice_Base_2021_INE
83.3,IPC General,2007-07-01,IPC_Indice_Base_2021_INE
84.012,IPC General,2007-06-01,IPC_Indice_Base_2021_INE
83.924,IPC General,2007-05-01,IPC_Indice_Base_2021_INE
83.632,IPC General,2007-04-01,IPC_Indice_Base_2021_INE
82.29,IPC General,2007-03-01,IPC_Indice_Base_2021_INE
81.715,IPC General,2007-02-01,IPC_Indice_Base_2021_INE
81.699,IPC General,2007-01-01,IPC_Indice_Base_2021_INE
82.027,IPC General,2006-12-01,IPC_Indice_Base_2021_INE
81.896,IPC General,2006-11-01,IPC_Indice_Base_2021_INE
81.706,IPC General,2006-10-01,IPC_Indice_Base_2021_INE
81.35,IPC General,2006-09-01,IPC_Indice_Base_2021_INE
81.574,IPC General,2006-08-01,IPC_Indice_Base_2021_INE
81.42,IPC General,2006-07-01,IPC_Indice_Base_2021_INE
82.009,IPC General,2006-06-01,IPC_Indice_Base_2021_INE
81.96,IPC General,2006-05-01,IPC_Indice_Base_2021_INE
81.613,IPC General,2006-04-01,IPC_Indice_Base_2021_INE
80.383,IPC General,2006-03-01,IPC_Indice_Base_2021_INE
79.875,IPC General,2006-02-01,IPC_Indice_Base_2021_INE
79.818,IPC General,2006-01-01,IPC_Indice_Base_2021_INE
79.983,IPC General,2005-12-01,IPC_Indice_Base_2021_INE
79.833,IPC General,2005-11-01,IPC_Indice_Base_2021_INE
79.704,IPC General,2005-10-01,IPC_Indice_Base_2021_INE
79.094,IPC General,2005-09-01,IPC_Indice_Base_2021_INE
78.73,IPC General,2005-08-01,IPC_Indice_Base_2021_INE
78.376,IPC General,2005-07-01,IPC_Indice_Base_2021_INE
79.058,IPC General,2005-06-01,IPC_Indice_Base_2021_INE
79.008,IPC General,2005-05-01,IPC_Indice_Base_2021_INE
78.77,IPC General,2005-04-01,IPC_Indice_Base_2021_INE
77.517,IPC General,2005-03-01,IPC_Indice_Base_2021_INE
76.929,IPC General,2005-02-01,IPC_Indice_Base_2021_INE
76.657,IPC General,2005-01-01,IPC_Indice_Base_2021_INE
77.29,IPC General,2004-12-01,IPC_Indice_Base_2021_INE
77.329,IPC General,2004-11-01,IPC_Indice_Base_2021_INE
77.094,IPC General,2004-10-01,IPC_Indice_Base_2021_INE
76.372,IPC General,2004-09-01,IPC_Indice_Base_2021_INE
76.286,IPC General,2004-08-01,IPC_Indice_Base_2021_INE
75.989,IPC General,2004-07-01,IPC_Indice_Base_2021_INE
76.633,IPC General,2004-06-01,IPC_Indice_Base_2021_INE
76.533,IPC General,2004-05-01,IPC_Indice_Base_2021_INE
75.972,IPC General,2004-04-01,IPC_Indice_Base_2021_INE
74.87,IPC General,2004-03-01,IPC_Indice_Base_2021_INE
74.384,IPC General,2004-02-01,IPC_Indice_Base_2021_INE
74.258,IPC General,2004-01-01,IPC_Indice_Base_2021_INE
74.777,IPC General,2003-12-01,IPC_Indice_Base_2021_INE
74.705,IPC General,2003-11-01,IPC_Indice_Base_2021_INE
74.447,IPC General,2003-10-01,IPC_Indice_Base_2021_INE
74.007,IPC General,2003-09-01,IPC_Indice_Base_2021_INE
73.826,IPC General,2003-08-01,IPC_Indice_Base_2021_INE
73.537,IPC General,2003-07-01,IPC_Indice_Base_2021_INE
74.09,IPC General,2003-06-01,IPC_Indice_Base_2021_INE
74.068,IPC General,2003-05-01,IPC_Indice_Base_2021_INE
73.992,IPC General,2003-04-01,IPC_Indice_Base_2021_INE
73.348,IPC General,2003-03-01,IPC_Indice_Base_2021_INE
72.893,IPC General,2003-02-01,IPC_Indice_Base_2021_INE
72.735,IPC General,2003-01-01,IPC_Indice_Base_2021_INE
73.034,IPC General,2002-12-01,IPC_Indice_Base_2021_INE
72.821,IPC General,2002-11-01,IPC_Indice_Base_2021_INE
72.526,IPC General,2002-10-01,IPC_Indice_Base_2021_INE
71.977,IPC General,2002-09-01,IPC_Indice_Base_2021_INE
71.763,IPC General,2002-08-01,IPC_Indice_Base_2021_INE
71.601,IPC General,2002-07-01,IPC_Indice_Base_2021_INE
72.227,IPC General,2002-06-01,IPC_Indice_Base_2021_INE
72.277,IPC General,2002-05-01,IPC_Indice_Base_2021_INE
72.005,IPC General,2002-04-01,IPC_Indice_Base_2021_INE
70.949,IPC General,2002-03-01,IPC_Indice_Base_2021_INE
70.256,IPC General,2002-02-01,IPC_Indice_Base_2021_INE
70.164,IPC General,2002-01-01,IPC_Indice_Base_2021_INE
3.2,IPC General,2025-12-01,IPC_Variacion_Anual_INE
3.4,IPC General,2025-11-01,IPC_Variacion_Anual_INE
3.5,IPC General,2025-10-01,IPC_Variacion_Anual_INE
3.4,IPC General,2025-09-01,IPC_Variacion_Anual_INE
3.2,IPC General,2025-08-01,IPC_Variacion_Anual_INE
3.2,IPC General,2025-07-01,IPC_Variacion_Anual_INE
2.6,IPC General,2025-06-01,IPC_Variacion_Anual_INE
2.2,IPC General,2025-05-01,IPC_Variacion_Anual_INE
2.5,IPC General,2025-04-01,IPC_Variacion_Anual_INE
2.4,IPC General,2025-03-01,IPC_Variacion_Anual_INE
3.2,IPC General,2025-02-01,IPC_Variacion_Anual_INE
3.1,IPC General,2025-01-01,IPC_Variacion_Anual_INE
2.8,IPC General,2024-12-01,IPC_Variacion_Anual_INE
2.4,IPC General,2024-11-01,IPC_Variacion_Anual_INE
1.7,IPC General,2024-10-01,IPC_Variacion_Anual_INE
1.5,IPC General,2024-09-01,IPC_Variacion_Anual_INE
2.2,IPC General,2024-08-01,IPC_Variacion_Anual_INE
2.7,IPC General,2024-07-01,IPC_Variacion_Anual_INE
3.4,IPC General,2024-06-01,IPC_Variacion_Anual_INE
3.7,IPC General,2024-05-01,IPC_Variacion_Anual_INE
3.3,IPC General,2024-04-01,IPC_Variacion_Anual_INE
3.3,IPC General,2024-03-01,IPC_Variacion_Anual_INE
2.7,IPC General,2024-02-01,IPC_Variacion_Anual_INE
3.6,IPC General,2024-01-01,IPC_Variacion_Anual_INE
3.3,IPC General,2023-12-01,IPC_Variacion_Anual_INE
3.5,IPC General,2023-11-01,IPC_Variacion_Anual_INE
3.5,IPC General,2023-10-01,IPC_Variacion_Anual_INE
3.5,IPC General,2023-09-01,IPC_Variacion_Anual_INE
2.6,IPC General,2023-08-01,IPC_Variacion_Anual_INE
2.4,IPC General,2023-07-01,IPC_Variacion_Anual_INE
1.9,IPC General,2023-06-01,IPC_Variacion_Anual_INE
3.1,IPC General,2023-05-01,IPC_Variacion_Anual_INE
4.0,IPC General,2023-04-01,IPC_Variacion_Anual_INE
3.0,IPC General,2023-03-01,IPC_Variacion_Anual_INE
6.0,IPC General,2023-02-01,IPC_Variacion_Anual_INE
5.7,IPC General,2023-01-01,IPC_Variacion_Anual_INE
5.5,IPC General,2022-12-01,IPC_Variacion_Anual_INE
6.7,IPC General,2022-11-01,IPC_Variacion_Anual_INE
7.2,IPC General,2022-10-01,IPC_Variacion_Anual_INE
9.0,IPC General,2022-09-01,IPC_Variacion_Anual_INE
10.9,IPC General,2022-08-01,IPC_Variacion_Anual_INE
10.9,IPC General,2022-07-01,IPC_Variacion_Anual_INE
10.2,IPC General,2022-06-01,IPC_Variacion_Anual_INE
8.6,IPC General,2022-05-01,IPC_Variacion_Anual_INE
8.4,IPC General,2022-04-01,IPC_Variacion_Anual_INE
10.2,IPC General,2022-03-01,IPC_Variacion_Anual_INE
7.8,IPC General,2022-02-01,IPC_Variacion_Anual_INE
6.2,IPC General,2022-01-01,IPC_Variacion_Anual_INE
6.8,IPC General,2021-12-01,IPC_Variacion_Anual_INE
5.6,IPC General,2021-11-01,IPC_Variacion_Anual_INE
5.6,IPC General,2021-10-01,IPC_Variacion_Anual_INE
4.2,IPC General,2021-09-01,IPC_Variacion_Anual_INE
3.4,IPC General,2021-08-01,IPC_Variacion_Anual_INE
2.9,IPC General,2021-07-01,IPC_Variacion_Anual_INE
3.0,IPC General,2021-06-01,IPC_Variacion_Anual_INE
3.0,IPC General,2021-05-01,IPC_Variacion_Anual_INE
2.5,IPC General,2021-04-01,IPC_Variacion_Anual_INE
1.7,IPC General,2021-03-01,IPC_Variacion_Anual_INE
0.2,IPC General,2021-02-01,IPC_Variacion_Anual_INE
0.5,IPC General,2021-01-01,IPC_Variacion_Anual_INE
-0.5,IPC General,2020-12-01,IPC_Variacion_Anual_INE
-0.7,IPC General,2020-11-01,IPC_Variacion_Anual_INE
-0.9,IPC General,2020-10-01,IPC_Variacion_Anual_INE
-0.3,IPC General,2020-09-01,IPC_Variacion_Anual_INE
-0.6,IPC General,2020-08-01,IPC_Variacion_Anual_INE
-0.6,IPC General,2020-07-01,IPC_Variacion_Anual_INE
-0.5,IPC General,2020-06-01,IPC_Variacion_Anual_INE
-1.1,IPC General,2020-05-01,IPC_Variacion_Anual_INE
-0.9,IPC General,2020-04-01,IPC_Variacion_Anual_INE
-0.2,IPC General,2020-03-01,IPC_Variacion_Anual_INE
0.6,IPC General,2020-02-01,IPC_Variacion_Anual_INE
1.0,IPC General,2020-01-01,IPC_Variacion_Anual_INE
0.7,IPC General,2019-12-01,IPC_Variacion_Anual_INE
0.3,IPC General,2019-11-01,IPC_Variacion_Anual_INE
0.0,IPC General,2019-10-01,IPC_Variacion_Anual_INE
-0.2,IPC General,2019-09-01,IPC_Variacion_Anual_INE
0.0,IPC General,2019-08-01,IPC_Variacion_Anual_INE
0.3,IPC General,2019-07-01,IPC_Variacion_Anual_INE
0.2,IPC General,2019-06-01,IPC_Variacion_Anual_INE
0.7,IPC General,2019-05-01,IPC_Variacion_Anual_INE
1.4,IPC General,2019-04-01,IPC_Variacion_Anual_INE
1.3,IPC General,2019-03-01,IPC_Variacion_Anual_INE
1.0,IPC General,2019-02-01,IPC_Variacion_Anual_INE
1.0,IPC General,2019-01-01,IPC_Variacion_Anual_INE
1.1,IPC General,2018-12-01,IPC_Variacion_Anual_INE
1.7,IPC General,2018-11-01,IPC_Variacion_Anual_INE
2.4,IPC General,2018-10-01,IPC_Variacion_Anual_INE
2.5,IPC General,2018-09-01,IPC_Variacion_Anual_INE
2.4,IPC General,2018-08-01,IPC_Variacion_Anual_INE
2.3,IPC General,2018-07-01,IPC_Variacion_Anual_INE
2.4,IPC General,2018-06-01,IPC_Variacion_Anual_INE
2.1,IPC General,2018-05-01,IPC_Variacion_Anual_INE
1.1,IPC General,2018-04-01,IPC_Variacion_Anual_INE
1.3,IPC General,2018-03-01,IPC_Variacion_Anual_INE
1.1,IPC General,2018-02-01,IPC_Variacion_Anual_INE
0.4,IPC General,2018-01-01,IPC_Variacion_Anual_INE
1.1,IPC General,2017-12-01,IPC_Variacion_Anual_INE
1.7,IPC General,2017-11-01,IPC_Variacion_Anual_INE
1.6,IPC General,2017-10-01,IPC_Variacion_Anual_INE
1.8,IPC General,2017-09-01,IPC_Variacion_Anual_INE
1.5,IPC General,2017-08-01,IPC_Variacion_Anual_INE
1.5,IPC General,2017-07-01,IPC_Variacion_Anual_INE
1.4,IPC General,2017-06-01,IPC_Variacion_Anual_INE
1.8,IPC General,2017-05-01,IPC_Variacion_Anual_INE
2.4,IPC General,2017-04-01,IPC_Variacion_Anual_INE
2.2,IPC General,2017-03-01,IPC_Variacion_Anual_INE
2.9,IPC General,2017-02-01,IPC_Variacion_Anual_INE
3.0,IPC General,2017-01-01,IPC_Variacion_Anual_INE
1.3,IPC General,2016-12-01,IPC_Variacion_Anual_INE
0.4,IPC General,2016-11-01,IPC_Variacion_Anual_INE
0.4,IPC General,2016-10-01,IPC_Variacion_Anual_INE
-0.1,IPC General,2016-09-01,IPC_Variacion_Anual_INE
-0.3,IPC General,2016-08-01,IPC_Variacion_Anual_INE
-0.8,IPC General,2016-07-01,IPC_Variacion_Anual_INE
-1.0,IPC General,2016-06-01,IPC_Variacion_Anual_INE
-1.2,IPC General,2016-05-01,IPC_Variacion_Anual_INE
-1.3,IPC General,2016-04-01,IPC_Variacion_Anual_INE
-1.1,IPC General,2016-03-01,IPC_Variacion_Anual_INE
-1.1,IPC General,2016-02-01,IPC_Variacion_Anual_INE
-0.5,IPC General,2016-01-01,IPC_Variacion_Anual_INE
0.2,IPC General,2015-12-01,IPC_Variacion_Anual_INE
-0.1,IPC General,2015-11-01,IPC_Variacion_Anual_INE
-0.5,IPC General,2015-10-01,IPC_Variacion_Anual_INE
-0.8,IPC General,2015-09-01,IPC_Variacion_Anual_INE
-0.3,IPC General,2015-08-01,IPC_Variacion_Anual_INE
0.3,IPC General,2015-07-01,IPC_Variacion_Anual_INE
0.2,IPC General,2015-06-01,IPC_Variacion_Anual_INE
-0.1,IPC General,2015-05-01,IPC_Variacion_Anual_INE
-0.5,IPC General,2015-04-01,IPC_Variacion_Anual_INE
-0.6,IPC General,2015-03-01,IPC_Variacion_Anual_INE
-1.0,IPC General,2015-02-01,IPC_Variacion_Anual_INE
-1.4,IPC General,2015-01-01,IPC_Variacion_Anual_INE
-1.2,IPC General,2014-12-01,IPC_Variacion_Anual_INE
-0.5,IPC General,2014-11-01,IPC_Variacion_Anual_INE
-0.2,IPC General,2014-10-01,IPC_Variacion_Anual_INE
-0.2,IPC General,2014-09-01,IPC_Variacion_Anual_INE
-0.6,IPC General,2014-08-01,IPC_Variacion_Anual_INE
-0.4,IPC General,2014-07-01,IPC_Variacion_Anual_INE
0.0,IPC General,2014-06-01,IPC_Variacion_Anual_INE
0.2,IPC General,2014-05-01,IPC_Variacion_Anual_INE
0.3,IPC General,2014-04-01,IPC_Variacion_Anual_INE
-0.3,IPC General,2014-03-01,IPC_Variacion_Anual_INE
-0.2,IPC General,2014-02-01,IPC_Variacion_Anual_INE
0.1,IPC General,2014-01-01,IPC_Variacion_Anual_INE
0.2,IPC General,2013-12-01,IPC_Variacion_Anual_INE
0.1,IPC General,2013-11-01,IPC_Variacion_Anual_INE
-0.2,IPC General,2013-10-01,IPC_Variacion_Anual_INE
0.2,IPC General,2013-09-01,IPC_Variacion_Anual_INE
1.4,IPC General,2013-08-01,IPC_Variacion_Anual_INE
1.6,IPC General,2013-07-01,IPC_Variacion_Anual_INE
1.8,IPC General,2013-06-01,IPC_Variacion_Anual_INE
1.6,IPC General,2013-05-01,IPC_Variacion_Anual_INE
1.2,IPC General,2013-04-01,IPC_Variacion_Anual_INE
2.3,IPC General,2013-03-01,IPC_Variacion_Anual_INE
2.6,IPC General,2013-02-01,IPC_Variacion_Anual_INE
2.5,IPC General,2013-01-01,IPC_Variacion_Anual_INE
3.0,IPC General,2012-12-01,IPC_Variacion_Anual_INE
2.9,IPC General,2012-11-01,IPC_Variacion_Anual_INE
3.5,IPC General,2012-10-01,IPC_Variacion_Anual_INE
3.4,IPC General,2012-09-01,IPC_Variacion_Anual_INE
2.6,IPC General,2012-08-01,IPC_Variacion_Anual_INE
2.1,IPC General,2012-07-01,IPC_Variacion_Anual_INE
1.9,IPC General,2012-06-01,IPC_Variacion_Anual_INE
2.0,IPC General,2012-05-01,IPC_Variacion_Anual_INE
2.1,IPC General,2012-04-01,IPC_Variacion_Anual_INE
1.9,IPC General,2012-03-01,IPC_Variacion_Anual_INE
2.0,IPC General,2012-02-01,IPC_Variacion_Anual_INE
1.9,IPC General,2012-01-01,IPC_Variacion_Anual_INE
2.1,IPC General,2011-12-01,IPC_Variacion_Anual_INE
2.7,IPC General,2011-11-01,IPC_Variacion_Anual_INE
2.8,IPC General,2011-10-01,IPC_Variacion_Anual_INE
3.0,IPC General,2011-09-01,IPC_Variacion_Anual_INE
2.9,IPC General,2011-08-01,IPC_Variacion_Anual_INE
3.1,IPC General,2011-07-01,IPC_Variacion_Anual_INE
3.1,IPC General,2011-06-01,IPC_Variacion_Anual_INE
3.5,IPC General,2011-05-01,IPC_Variacion_Anual_INE
3.7,IPC General,2011-04-01,IPC_Variacion_Anual_INE
3.6,IPC General,2011-03-01,IPC_Variacion_Anual_INE
3.5,IPC General,2011-02-01,IPC_Variacion_Anual_INE
3.3,IPC General,2011-01-01,IPC_Variacion_Anual_INE
2.9,IPC General,2010-12-01,IPC_Variacion_Anual_INE
2.2,IPC General,2010-11-01,IPC_Variacion_Anual_INE
2.1,IPC General,2010-10-01,IPC_Variacion_Anual_INE
1.9,IPC General,2010-09-01,IPC_Variacion_Anual_INE
1.6,IPC General,2010-08-01,IPC_Variacion_Anual_INE
1.7,IPC General,2010-07-01,IPC_Variacion_Anual_INE
1.3,IPC General,2010-06-01,IPC_Variacion_Anual_INE
1.5,IPC General,2010-05-01,IPC_Variacion_Anual_INE
1.3,IPC General,2010-04-01,IPC_Variacion_Anual_INE
1.2,IPC General,2010-03-01,IPC_Variacion_Anual_INE
0.7,IPC General,2010-02-01,IPC_Variacion_Anual_INE
0.9,IPC General,2010-01-01,IPC_Variacion_Anual_INE
0.8,IPC General,2009-12-01,IPC_Variacion_Anual_INE
0.3,IPC General,2009-11-01,IPC_Variacion_Anual_INE
-0.6,IPC General,2009-10-01,IPC_Variacion_Anual_INE
-1.0,IPC General,2009-09-01,IPC_Variacion_Anual_INE
-0.7,IPC General,2009-08-01,IPC_Variacion_Anual_INE
-1.3,IPC General,2009-07-01,IPC_Variacion_Anual_INE
-0.9,IPC General,2009-06-01,IPC_Variacion_Anual_INE
-0.8,IPC General,2009-05-01,IPC_Variacion_Anual_INE
-0.1,IPC General,2009-04-01,IPC_Variacion_Anual_INE
0.0,IPC General,2009-03-01,IPC_Variacion_Anual_INE
0.7,IPC General,2009-02-01,IPC_Variacion_Anual_INE
0.9,IPC General,2009-01-01,IPC_Variacion_Anual_INE
1.5,IPC General,2008-12-01,IPC_Variacion_Anual_INE
2.4,IPC General,2008-11-01,IPC_Variacion_Anual_INE
3.4,IPC General,2008-10-01,IPC_Variacion_Anual_INE
4.4,IPC General,2008-09-01,IPC_Variacion_Anual_INE
4.8,IPC General,2008-08-01,IPC_Variacion_Anual_INE
5.2,IPC General,2008-07-01,IPC_Variacion_Anual_INE
4.9,IPC General,2008-06-01,IPC_Variacion_Anual_INE
4.5,IPC General,2008-05-01,IPC_Variacion_Anual_INE
4.1,IPC General,2008-04-01,IPC_Variacion_Anual_INE
4.5,IPC General,2008-03-01,IPC_Variacion_Anual_INE
4.4,IPC General,2008-02-01,IPC_Variacion_Anual_INE
4.2,IPC General,2008-01-01,IPC_Variacion_Anual_INE
4.3,IPC General,2007-12-01,IPC_Variacion_Anual_INE
4.1,IPC General,2007-11-01,IPC_Variacion_Anual_INE
3.7,IPC General,2007-10-01,IPC_Variacion_Anual_INE
2.9,IPC General,2007-09-01,IPC_Variacion_Anual_INE
2.3,IPC General,2007-08-01,IPC_Variacion_Anual_INE
2.3,IPC General,2007-07-01,IPC_Variacion_Anual_INE
2.4,IPC General,2007-06-01,IPC_Variacion_Anual_INE
2.4,IPC General,2007-05-01,IPC_Variacion_Anual_INE
2.5,IPC General,2007-04-01,IPC_Variacion_Anual_INE
2.4,IPC General,2007-03-01,IPC_Variacion_Anual_INE
2.3,IPC General,2007-02-01,IPC_Variacion_Anual_INE
2.4,IPC General,2007-01-01,IPC_Variacion_Anual_INE
2.6,IPC General,2006-12-01,IPC_Variacion_Anual_INE
2.6,IPC General,2006-11-01,IPC_Variacion_Anual_INE
2.5,IPC General,2006-10-01,IPC_Variacion_Anual_INE
2.9,IPC General,2006-09-01,IPC_Variacion_Anual_INE
3.6,IPC General,2006-08-01,IPC_Variacion_Anual_INE
3.9,IPC General,2006-07-01,IPC_Variacion_Anual_INE
3.7,IPC General,2006-06-01,IPC_Variacion_Anual_INE
3.7,IPC General,2006-05-01,IPC_Variacion_Anual_INE
3.6,IPC General,2006-04-01,IPC_Variacion_Anual_INE
3.7,IPC General,2006-03-01,IPC_Variacion_Anual_INE
3.8,IPC General,2006-02-01,IPC_Variacion_Anual_INE
4.1,IPC General,2006-01-01,IPC_Variacion_Anual_INE
3.5,IPC General,2005-12-01,IPC_Variacion_Anual_INE
3.2,IPC General,2005-11-01,IPC_Variacion_Anual_INE
3.4,IPC General,2005-10-01,IPC_Variacion_Anual_INE
3.6,IPC General,2005-09-01,IPC_Variacion_Anual_INE
3.2,IPC General,2005-08-01,IPC_Variacion_Anual_INE
3.1,IPC General,2005-07-01,IPC_Variacion_Anual_INE
3.2,IPC General,2005-06-01,IPC_Variacion_Anual_INE
3.2,IPC General,2005-05-01,IPC_Variacion_Anual_INE
3.7,IPC General,2005-04-01,IPC_Variacion_Anual_INE
3.5,IPC General,2005-03-01,IPC_Variacion_Anual_INE
3.4,IPC General,2005-02-01,IPC_Variacion_Anual_INE
3.2,IPC General,2005-01-01,IPC_Variacion_Anual_INE
3.4,IPC General,2004-12-01,IPC_Variacion_Anual_INE
3.5,IPC General,2004-11-01,IPC_Variacion_Anual_INE
3.6,IPC General,2004-10-01,IPC_Variacion_Anual_INE
3.2,IPC General,2004-09-01,IPC_Variacion_Anual_INE
3.3,IPC General,2004-08-01,IPC_Variacion_Anual_INE
3.3,IPC General,2004-07-01,IPC_Variacion_Anual_INE
3.4,IPC General,2004-06-01,IPC_Variacion_Anual_INE
3.3,IPC General,2004-05-01,IPC_Variacion_Anual_INE
2.7,IPC General,2004-04-01,IPC_Variacion_Anual_INE
2.1,IPC General,2004-03-01,IPC_Variacion_Anual_INE
2.0,IPC General,2004-02-01,IPC_Variacion_Anual_INE
2.1,IPC General,2004-01-01,IPC_Variacion_Anual_INE
2.4,IPC General,2003-12-01,IPC_Variacion_Anual_INE
2.6,IPC General,2003-11-01,IPC_Variacion_Anual_INE
2.6,IPC General,2003-10-01,IPC_Variacion_Anual_INE
2.8,IPC General,2003-09-01,IPC_Variacion_Anual_INE
2.9,IPC General,2003-08-01,IPC_Variacion_Anual_INE
2.7,IPC General,2003-07-01,IPC_Variacion_Anual_INE
2.6,IPC General,2003-06-01,IPC_Variacion_Anual_INE
2.5,IPC General,2003-05-01,IPC_Variacion_Anual_INE
2.8,IPC General,2003-04-01,IPC_Variacion_Anual_INE
3.4,IPC General,2003-03-01,IPC_Variacion_Anual_INE
3.8,IPC General,2003-02-01,IPC_Variacion_Anual_INE
3.7,IPC General,2003-01-01,IPC_Variacion_Anual_INE
4.1,IPC General,2002-12-01,IPC_Variacion_Anual_INE
3.9,IPC General,2002-11-01,IPC_Variacion_Anual_INE
3.7,IPC General,2002-10-01,IPC_Variacion_Anual_INE
3.5,IPC General,2002-09-01,IPC_Variacion_Anual_INE
3.5,IPC General,2002-08-01,IPC_Variacion_Anual_INE
3.4,IPC General,2002-07-01,IPC_Variacion_Anual_INE
3.3,IPC General,2002-06-01,IPC_Variacion_Anual_INE
3.5,IPC General,2002-05-01,IPC_Variacion_Anual_INE
3.6,IPC General,2002-04-01,IPC_Variacion_Anual_INE
3.1,IPC General,2002-03-01,IPC_Variacion_Anual_INE
3.0,IPC General,2002-02-01,IPC_Variacion_Anual_INE
2.9,IPC General,2002-01-01,IPC_Variacion_Anual_INE
120.159,IPC General,2025-12-01,IPC_Indice_Base_2021_INE
119.926,IPC General,2025-11-01,IPC_Indice_Base_2021_INE
119.405,IPC General,2025-10-01,IPC_Indice_Base_2021_INE
118.385,IPC General,2025-09-01,IPC_Indice_Base_2021_INE
118.832,IPC General,2025-08-01,IPC_Indice_Base_2021_INE
119.222,IPC General,2025-07-01,IPC_Indice_Base_2021_INE
119.662,IPC General,2025-06-01,IPC_Indice_Base_2021_INE
118.818,IPC General,2025-05-01,IPC_Indice_Base_2021_INE
118.683,IPC General,2025-04-01,IPC_Indice_Base_2021_INE
117.417,IPC General,2025-03-01,IPC_Indice_Base_2021_INE
117.258,IPC General,2025-02-01,IPC_Indice_Base_2021_INE
116.965,IPC General,2025-01-01,IPC_Indice_Base_2021_INE
116.745,IPC General,2024-12-01,IPC_Indice_Base_2021_INE
116.219,IPC General,2024-11-01,IPC_Indice_Base_2021_INE
116.261,IPC General,2024-10-01,IPC_Indice_Base_2021_INE
114.89,IPC General,2024-09-01,IPC_Indice_Base_2021_INE
115.615,IPC General,2024-08-01,IPC_Indice_Base_2021_INE
115.48,IPC General,2024-07-01,IPC_Indice_Base_2021_INE
116.51,IPC General,2024-06-01,IPC_Indice_Base_2021_INE
116.159,IPC General,2024-05-01,IPC_Indice_Base_2021_INE
115.85,IPC General,2024-04-01,IPC_Indice_Base_2021_INE
114.868,IPC General,2024-03-01,IPC_Indice_Base_2021_INE
114.163,IPC General,2024-02-01,IPC_Indice_Base_2021_INE
113.787,IPC General,2024-01-01,IPC_Indice_Base_2021_INE
113.62,IPC General,2023-12-01,IPC_Indice_Base_2021_INE
113.619,IPC General,2023-11-01,IPC_Indice_Base_2021_INE
114.215,IPC General,2023-10-01,IPC_Indice_Base_2021_INE
113.425,IPC General,2023-09-01,IPC_Indice_Base_2021_INE
113.012,IPC General,2023-08-01,IPC_Indice_Base_2021_INE
112.541,IPC General,2023-07-01,IPC_Indice_Base_2021_INE
112.582,IPC General,2023-06-01,IPC_Indice_Base_2021_INE
112.096,IPC General,2023-05-01,IPC_Indice_Base_2021_INE
111.993,IPC General,2023-04-01,IPC_Indice_Base_2021_INE
110.857,IPC General,2023-03-01,IPC_Indice_Base_2021_INE
110.472,IPC General,2023-02-01,IPC_Indice_Base_2021_INE
110.446,IPC General,2023-01-01,IPC_Indice_Base_2021_INE
110.916,IPC General,2022-12-01,IPC_Indice_Base_2021_INE
110.631,IPC General,2022-11-01,IPC_Indice_Base_2021_INE
110.835,IPC General,2022-10-01,IPC_Indice_Base_2021_INE
110.02,IPC General,2022-09-01,IPC_Indice_Base_2021_INE
111.031,IPC General,2022-08-01,IPC_Indice_Base_2021_INE
110.394,IPC General,2022-07-01,IPC_Indice_Base_2021_INE
110.884,IPC General,2022-06-01,IPC_Indice_Base_2021_INE
108.925,IPC General,2022-05-01,IPC_Indice_Base_2021_INE
107.865,IPC General,2022-04-01,IPC_Indice_Base_2021_INE
107.738,IPC General,2022-03-01,IPC_Indice_Base_2021_INE
104.474,IPC General,2022-02-01,IPC_Indice_Base_2021_INE
103.627,IPC General,2022-01-01,IPC_Indice_Base_2021_INE
104.161,IPC General,2021-12-01,IPC_Indice_Base_2021_INE
103.008,IPC General,2021-11-01,IPC_Indice_Base_2021_INE
102.954,IPC General,2021-10-01,IPC_Indice_Base_2021_INE
100.571,IPC General,2021-09-01,IPC_Indice_Base_2021_INE
99.56,IPC General,2021-08-01,IPC_Indice_Base_2021_INE
99.036,IPC General,2021-07-01,IPC_Indice_Base_2021_INE
100.212,IPC General,2021-06-01,IPC_Indice_Base_2021_INE
99.606,IPC General,2021-05-01,IPC_Indice_Base_2021_INE
99.272,IPC General,2021-04-01,IPC_Indice_Base_2021_INE
97.679,IPC General,2021-03-01,IPC_Indice_Base_2021_INE
96.646,IPC General,2021-02-01,IPC_Indice_Base_2021_INE
97.293,IPC General,2021-01-01,IPC_Indice_Base_2021_INE
97.262,IPC General,2020-12-01,IPC_Indice_Base_2021_INE
97.272,IPC General,2020-11-01,IPC_Indice_Base_2021_INE
97.457,IPC General,2020-10-01,IPC_Indice_Base_2021_INE
