valor_ipc,categoria_gasto,fecha_iso,indicador
91.521,IPC General,2011-09-01,IPC_Indice_Base_2021_INE
91.369,IPC General,2011-08-01,IPC_Indice_Base_2021_INE
91.199,IPC General,2011-07-01,IPC_Indice_Base_2021_INE
91.903,IPC General,2011-06-01,IPC_Indice_Base_2021_INE
92.05,IPC General,2011-05-01,IPC_Indice_Base_2021_INE
91.951,IPC General,2011-04-01,IPC_Indice_Base_2021_INE
90.69,IPC General,2011-03-01,IPC_Indice_Base_2021_INE
90.205,IPC General,2011-02-01,IPC_Indice_Base_2021_INE
89.968,IPC General,2011-01-01,IPC_Indice_Base_2021_INE
90.719,IPC General,2010-12-01,IPC_Indice_Base_2021_INE
90.381,IPC General,2010-11-01,IPC_Indice_Base_2021_INE
89.425,IPC General,2010-10-01,IPC_Indice_Base_2021_INE
88.486,IPC General,2010-09-01,IPC_Indice_Base_2021_INE
88.448,IPC General,2010-08-01,IPC_Indice_Base_2021_INE
88.162,IPC General,2010-07-01,IPC_Indice_Base_2021_INE
88.772,IPC General,2010-06-01,IPC_Indice_Base_2021_INE
88.566,IPC General,2010-05-01,IPC_Indice_Base_2021_INE
88.214,IPC General,2010-04-01,IPC_Indice_Base_2021_INE
87.141,IPC General,2010-03-01,IPC_Indice_Base_2021_INE
86.577,IPC General,2010-02-01,IPC_Indice_Base_2021_INE
86.74,IPC General,2010-01-01,IPC_Indice_Base_2021_INE
87.9,IPC General,2009-12-01,IPC_Indice_Base_2021_INE
88.014,IPC General,2009-11-01,IPC_Indice_Base_2021_INE
87.145,IPC General,2009-10-01,IPC_Indice_Base_2021_INE
86.402,IPC General,2009-09-01,IPC_Indice_Base_2021_INE
86.716,IPC General,2009-08-01,IPC_Indice_Base_2021_INE
86.327,IPC General,2009-07-01,IPC_Indice_Base_2021_INE
87.291,IPC General,2009-06-01,IPC_Indice_Base_2021_INE
86.874,IPC General,2009-05-01,IPC_Indice_Base_2021_INE
86.863,IPC General,2009-04-01,IPC_Indice_Base_2021_INE
85.916,IPC General,2009-03-01,IPC_Indice_Base_2021_INE
85.852,IPC General,2009-02-01,IPC_Indice_Base_2021_INE
85.921,IPC General,2009-01-01,IPC_Indice_Base_2021_INE
87.255,IPC General,2008-12-01,IPC_Indice_Base_2021_INE
87.798,IPC General,2008-11-01,IPC_Indice_Base_2021_INE
87.853,IPC General,2008-10-01,IPC_Indice_Base_2021_INE
87.535,IPC General,2008-09-01,IPC_Indice_Base_2021_INE
87.645,IPC General,2008-08-01,IPC_Indice_Base_2021_INE
87.803,IPC General,2008-07-01,IPC_Indice_Base_2021_INE
88.41,IPC General,2008-06-01,IPC_Indice_Base_2021_INE
87.843,IPC General,2008-05-01,IPC_Indice_Base_2021_INE
87.152,IPC General,2008-04-01,IPC_Indice_Base_2021_INE
86.037,IPC General,2008-03-01,IPC_Indice_Base_2021_INE
85.372,IPC General,2008-02-01,IPC_Indice_Base_2021_INE
85.167,IPC General,2008-01-01,IPC_Indice_Base_2021_INE
85.851,IPC General,2007-12-01,IPC_Indice_Base_2021_INE
85.52,IPC General,2007-11-01,IPC_Indice_Base_2021_INE
84.675,IPC General,2007-10-01,IPC_Indice_Base_2021_INE
83.607,IPC General,2007-09-01,IPC_Indice_Base_2021_INE
83.527,IPC General,2007-08-01,IPC_Indice_Base_2021_INE
83.357,IPC General,2007-07-01,IPC_Indice_Base_2021_INE
84.093,IPC General,2007-06-01,IPC_Indice_Base_2021_INE
83.9,IPC General,2007-05-01,IPC_Indice_Base_2021_INE
83.528,IPC General,2007-04-01,IPC_Indice_Base_2021_INE
82.188,IPC General,2007-03-01,IPC_Indice_Base_2021_INE
81.584,IPC General,2007-02-01,IPC_Indice_Base_2021_INE
81.484,IPC General,2007-01-01,IPC_Indice_Base_2021_INE
82.466,IPC General,2006-12-01,IPC_Indice_Base_2021_INE
82.294,IPC General,2006-11-01,IPC_Indice_Base_2021_INE
81.913,IPC General,2006-10-01,IPC_Indice_Base_2021_INE
81.519,IPC General,2006-09-01,IPC_Indice_Base_2021_INE
81.718,IPC General,2006-08-01,IPC_Indice_Base_2021_INE
81.459,IPC General,2006-07-01,IPC_Indice_Base_2021_INE
82.125,IPC General,2006-06-01,IPC_Indice_Base_2021_INE
82.053,IPC General,2006-05-01,IPC_Indice_Base_2021_INE
81.777,IPC General,2006-04-01,IPC_Indice_Base_2021_INE
80.478,IPC General,2006-03-01,IPC_Indice_Base_2021_INE
80.021,IPC General,2006-02-01,IPC_Indice_Base_2021_INE
79.909,IPC General,2006-01-01,IPC_Indice_Base_2021_INE
80.572,IPC General,2005-12-01,IPC_Indice_Base_2021_INE
80.344,IPC General,2005-11-01,IPC_Indice_Base_2021_INE
80.049,IPC General,2005-10-01,IPC_Indice_Base_2021_INE
79.365,IPC General,2005-09-01,IPC_Indice_Base_2021_INE
79.034,IPC General,2005-08-01,IPC_Indice_Base_2021_INE
78.67,IPC General,2005-07-01,IPC_Indice_Base_2021_INE
79.201,IPC General,2005-06-01,IPC_Indice_Base_2021_INE
78.957,IPC General,2005-05-01,IPC_Indice_Base_2021_INE
78.81,IPC General,2005-04-01,IPC_Indice_Base_2021_INE
77.52,IPC General,2005-03-01,IPC_Indice_Base_2021_INE
76.979,IPC General,2005-02-01,IPC_Indice_Base_2021_INE
76.837,IPC General,2005-01-01,IPC_Indice_Base_2021_INE
77.81,IPC General,2004-12-01,IPC_Indice_Base_2021_INE
77.905,IPC General,2004-11-01,IPC_Indice_Base_2021_INE
77.524,IPC General,2004-10-01,IPC_Indice_Base_2021_INE
76.598,IPC General,2004-09-01,IPC_Indice_Base_2021_INE
76.582,IPC General,2004-08-01,IPC_Indice_Base_2021_INE
76.224,IPC General,2004-07-01,IPC_Indice_Base_2021_INE
76.999,IPC General,2004-06-01,IPC_Indice_Base_2021_INE
76.899,IPC General,2004-05-01,IPC_Indice_Base_2021_INE
76.474,IPC General,2004-04-01,IPC_Indice_Base_2021_INE
75.253,IPC General,2004-03-01,IPC_Indice_Base_2021_INE
74.836,IPC General,2004-02-01,IPC_Indice_Base_2021_INE
74.838,IPC General,2004-01-01,IPC_Indice_Base_2021_INE
75.505,IPC General,2003-12-01,IPC_Indice_Base_2021_INE
75.371,IPC General,2003-11-01,IPC_Indice_Base_2021_INE
74.8,IPC General,2003-10-01,IPC_Indice_Base_2021_INE
74.39,IPC General,2003-09-01,IPC_Indice_Base_2021_INE
74.271,IPC General,2003-08-01,IPC_Indice_Base_2021_INE
73.918,IPC General,2003-07-01,IPC_Indice_Base_2021_INE
74.522,IPC General,2003-06-01,IPC_Indice_Base_2021_INE
74.483,IPC General,2003-05-01,IPC_Indice_Base_2021_INE
74.619,IPC General,2003-04-01,IPC_Indice_Base_2021_INE
73.68,IPC General,2003-03-01,IPC_Indice_Base_2021_INE
73.264,IPC General,2003-02-01,IPC_Indice_Base_2021_INE
73.075,IPC General,2003-01-01,IPC_Indice_Base_2021_INE
73.715,IPC General,2002-12-01,IPC_Indice_Base_2021_INE
73.445,IPC General,2002-11-01,IPC_Indice_Base_2021_INE
72.702,IPC General,2002-10-01,IPC_Indice_Base_2021_INE
72.308,IPC General,2002-09-01,IPC_Indice_Base_2021_INE
72.175,IPC General,2002-08-01,IPC_Indice_Base_2021_INE
71.956,IPC General,2002-07-01,IPC_Indice_Base_2021_INE
72.587,IPC General,2002-06-01,IPC_Indice_Base_2021_INE
72.678,IPC General,2002-05-01,IPC_Indice_Base_2021_INE
72.406,IPC General,2002-04-01,IPC_Indice_Base_2021_INE
71.139,IPC General,2002-03-01,IPC_Indice_Base_2021_INE
70.576,IPC General,2002-02-01,IPC_Indice_Base_2021_INE
70.495,IPC General,2002-01-01,IPC_Indice_Base_2021_INE
2.7,IPC General,2025-12-01,IPC_Variacion_Anual_INE
3.0,IPC General,2025-11-01,IPC_Variacion_Anual_INE
3.1,IPC General,2025-10-01,IPC_Variacion_Anual_INE
3.1,IPC General,2025-09-01,IPC_Variacion_Anual_INE
3.1,IPC General,2025-08-01,IPC_Variacion_Anual_INE
3.1,IPC General,2025-07-01,IPC_Variacion_Anual_INE
2.5,IPC General,2025-06-01,IPC_Variacion_Anual_INE
2.2,IPC General,2025-05-01,IPC_Variacion_Anual_INE
2.4,IPC General,2025-04-01,IPC_Variacion_Anual_INE
2.3,IPC General,2025-03-01,IPC_Variacion_Anual_INE
3.2,IPC General,2025-02-01,IPC_Variacion_Anual_INE
3.2,IPC General,2025-01-01,IPC_Variacion_Anual_INE
3.1,IPC General,2024-12-01,IPC_Variacion_Anual_INE
2.7,IPC General,2024-11-01,IPC_Variacion_Anual_INE
2.0,IPC General,2024-10-01,IPC_Variacion_Anual_INE
1.8,IPC General,2024-09-01,IPC_Variacion_Anual_INE
2.4,IPC General,2024-08-01,IPC_Variacion_Anual_INE
2.9,IPC General,2024-07-01,IPC_Variacion_Anual_INE
3.5,IPC General,2024-06-01,IPC_Variacion_Anual_INE
3.5,IPC General,2024-05-01,IPC_Variacion_Anual_INE
3.3,IPC General,2024-04-01,IPC_Variacion_Anual_INE
3.1,IPC General,2024-03-01,IPC_Variacion_Anual_INE
2.8,IPC General,2024-02-01,IPC_Variacion_Anual_INE
3.2,IPC General,2024-01-01,IPC_Variacion_Anual_INE
2.9,IPC General,2023-12-01,IPC_Variacion_Anual_INE
2.9,IPC General,2023-11-01,IPC_Variacion_Anual_INE
3.1,IPC General,2023-10-01,IPC_Variacion_Anual_INE
3.2,IPC General,2023-09-01,IPC_Variacion_Anual_INE
2.6,IPC General,2023-08-01,IPC_Variacion_Anual_INE
2.1,IPC General,2023-07-01,IPC_Variacion_Anual_INE
1.6,IPC General,2023-06-01,IPC_Variacion_Anual_INE
2.9,IPC General,2023-05-01,IPC_Variacion_Anual_INE
4.0,IPC General,2023-04-01,IPC_Variacion_Anual_INE
3.6,IPC General,2023-03-01,IPC_Variacion_Anual_INE
6.1,IPC General,2023-02-01,IPC_Variacion_Anual_INE
6.1,IPC General,2023-01-01,IPC_Variacion_Anual_INE
5.8,IPC General,2022-12-01,IPC_Variacion_Anual_INE
6.7,IPC General,2022-11-01,IPC_Variacion_Anual_INE
7.4,IPC General,2022-10-01,IPC_Variacion_Anual_INE
9.0,IPC General,2022-09-01,IPC_Variacion_Anual_INE
10.6,IPC General,2022-08-01,IPC_Variacion_Anual_INE
11.1,IPC General,2022-07-01,IPC_Variacion_Anual_INE
10.3,IPC General,2022-06-01,IPC_Variacion_Anual_INE
8.9,IPC General,2022-05-01,IPC_Variacion_Anual_INE
8.3,IPC General,2022-04-01,IPC_Variacion_Anual_INE
9.5,IPC General,2022-03-01,IPC_Variacion_Anual_INE
7.5,IPC General,2022-02-01,IPC_Variacion_Anual_INE
5.9,IPC General,2022-01-01,IPC_Variacion_Anual_INE
6.2,IPC General,2021-12-01,IPC_Variacion_Anual_INE
5.2,IPC General,2021-11-01,IPC_Variacion_Anual_INE
5.3,IPC General,2021-10-01,IPC_Variacion_Anual_INE
3.9,IPC General,2021-09-01,IPC_Variacion_Anual_INE
3.2,IPC General,2021-08-01,IPC_Variacion_Anual_INE
2.7,IPC General,2021-07-01,IPC_Variacion_Anual_INE
2.9,IPC General,2021-06-01,IPC_Variacion_Anual_INE
2.7,IPC General,2021-05-01,IPC_Variacion_Anual_INE
2.5,IPC General,2021-04-01,IPC_Variacion_Anual_INE
1.5,IPC General,2021-03-01,IPC_Variacion_Anual_INE
-0.1,IPC General,2021-02-01,IPC_Variacion_Anual_INE
0.4,IPC General,2021-01-01,IPC_Variacion_Anual_INE
-0.6,IPC General,2020-12-01,IPC_Variacion_Anual_INE
-0.8,IPC General,2020-11-01,IPC_Variacion_Anual_INE
-0.8,IPC General,2020-10-01,IPC_Variacion_Anual_INE
-0.3,IPC General,2020-09-01,IPC_Variacion_Anual_INE
-0.6,IPC General,2020-08-01,IPC_Variacion_Anual_INE
-0.9,IPC General,2020-07-01,IPC_Variacion_Anual_INE
-0.8,IPC General,2020-06-01,IPC_Variacion_Anual_INE
-1.3,IPC General,2020-05-01,IPC_Variacion_Anual_INE
-0.9,IPC General,2020-04-01,IPC_Variacion_Anual_INE
-0.3,IPC General,2020-03-01,IPC_Variacion_Anual_INE
0.4,IPC General,2020-02-01,IPC_Variacion_Anual_INE
0.9,IPC General,2020-01-01,IPC_Variacion_Anual_INE
0.4,IPC General,2019-12-01,IPC_Variacion_Anual_INE
0.0,IPC General,2019-11-01,IPC_Variacion_Anual_INE
-0.2,IPC General,2019-10-01,IPC_Variacion_Anual_INE
-0.4,IPC General,2019-09-01,IPC_Variacion_Anual_INE
-0.1,IPC General,2019-08-01,IPC_Variacion_Anual_INE
0.3,IPC General,2019-07-01,IPC_Variacion_Anual_INE
0.3,IPC General,2019-06-01,IPC_Variacion_Anual_INE
0.7,IPC General,2019-05-01,IPC_Variacion_Anual_INE
1.4,IPC General,2019-04-01,IPC_Variacion_Anual_INE
1.3,IPC General,2019-03-01,IPC_Variacion_Anual_INE
1.1,IPC General,2019-02-01,IPC_Variacion_Anual_INE
0.9,IPC General,2019-01-01,IPC_Variacion_Anual_INE
1.1,IPC General,2018-12-01,IPC_Variacion_Anual_INE
1.6,IPC General,2018-11-01,IPC_Variacion_Anual_INE
2.1,IPC General,2018-10-01,IPC_Variacion_Anual_INE
2.1,IPC General,2018-09-01,IPC_Variacion_Anual_INE
2.2,IPC General,2018-08-01,IPC_Variacion_Anual_INE
2.4,IPC General,2018-07-01,IPC_Variacion_Anual_INE
2.2,IPC General,2018-06-01,IPC_Variacion_Anual_INE
2.0,IPC General,2018-05-01,IPC_Variacion_Anual_INE
0.7,IPC General,2018-04-01,IPC_Variacion_Anual_INE
0.9,IPC General,2018-03-01,IPC_Variacion_Anual_INE
0.7,IPC General,2018-02-01,IPC_Variacion_Anual_INE
0.3,IPC General,2018-01-01,IPC_Variacion_Anual_INE
0.9,IPC General,2017-12-01,IPC_Variacion_Anual_INE
1.4,IPC General,2017-11-01,IPC_Variacion_Anual_INE
1.2,IPC General,2017-10-01,IPC_Variacion_Anual_INE
1.5,IPC General,2017-09-01,IPC_Variacion_Anual_INE
1.5,IPC General,2017-08-01,IPC_Variacion_Anual_INE
1.3,IPC General,2017-07-01,IPC_Variacion_Anual_INE
1.1,IPC General,2017-06-01,IPC_Variacion_Anual_INE
1.6,IPC General,2017-05-01,IPC_Variacion_Anual_INE
2.6,IPC General,2017-04-01,IPC_Variacion_Anual_INE
2.3,IPC General,2017-03-01,IPC_Variacion_Anual_INE
3.1,IPC General,2017-02-01,IPC_Variacion_Anual_INE
3.0,IPC General,2017-01-01,IPC_Variacion_Anual_INE
1.6,IPC General,2016-12-01,IPC_Variacion_Anual_INE
0.8,IPC General,2016-11-01,IPC_Variacion_Anual_INE
1.0,IPC General,2016-10-01,IPC_Variacion_Anual_INE
0.4,IPC General,2016-09-01,IPC_Variacion_Anual_INE
0.1,IPC General,2016-08-01,IPC_Variacion_Anual_INE
-0.5,IPC General,2016-07-01,IPC_Variacion_Anual_INE
-0.6,IPC General,2016-06-01,IPC_Variacion_Anual_INE
-0.9,IPC General,2016-05-01,IPC_Variacion_Anual_INE
-1.1,IPC General,2016-04-01,IPC_Variacion_Anual_INE
-0.9,IPC General,2016-03-01,IPC_Variacion_Anual_INE
-0.9,IPC General,2016-02-01,IPC_Variacion_Anual_INE
-0.3,IPC General,2016-01-01,IPC_Variacion_Anual_INE
-0.2,IPC General,2015-12-01,IPC_Variacion_Anual_INE
-0.4,IPC General,2015-11-01,IPC_Variacion_Anual_INE
-0.9,IPC General,2015-10-01,IPC_Variacion_Anual_INE
-0.9,IPC General,2015-09-01,IPC_Variacion_Anual_INE
-0.5,IPC General,2015-08-01,IPC_Variacion_Anual_INE
0.0,IPC General,2015-07-01,IPC_Variacion_Anual_INE
-0.1,IPC General,2015-06-01,IPC_Variacion_Anual_INE
-0.4,IPC General,2015-05-01,IPC_Variacion_Anual_INE
-0.8,IPC General,2015-04-01,IPC_Variacion_Anual_INE
-0.8,IPC General,2015-03-01,IPC_Variacion_Anual_INE
-1.2,IPC General,2015-02-01,IPC_Variacion_Anual_INE
-1.5,IPC General,2015-01-01,IPC_Variacion_Anual_INE
-1.1,IPC General,2014-12-01,IPC_Variacion_Anual_INE
-0.6,IPC General,2014-11-01,IPC_Variacion_Anual_INE
-0.2,IPC General,2014-10-01,IPC_Variacion_Anual_INE
-0.4,IPC General,2014-09-01,IPC_Variacion_Anual_INE
-0.7,IPC General,2014-08-01,IPC_Variacion_Anual_INE
-0.5,IPC General,2014-07-01,IPC_Variacion_Anual_INE
-0.1,IPC General,2014-06-01,IPC_Variacion_Anual_INE
0.1,IPC General,2014-05-01,IPC_Variacion_Anual_INE
0.2,IPC General,2014-04-01,IPC_Variacion_Anual_INE
-0.3,IPC General,2014-03-01,IPC_Variacion_Anual_INE
-0.2,IPC General,2014-02-01,IPC_Variacion_Anual_INE
0.0,IPC General,2014-01-01,IPC_Variacion_Anual_INE
0.2,IPC General,2013-12-01,IPC_Variacion_Anual_INE
0.3,IPC General,2013-11-01,IPC_Variacion_Anual_INE
-0.1,IPC General,2013-10-01,IPC_Variacion_Anual_INE
0.5,IPC General,2013-09-01,IPC_Variacion_Anual_INE
1.6,IPC General,2013-08-01,IPC_Variacion_Anual_INE
1.8,IPC General,2013-07-01,IPC_Variacion_Anual_INE
1.9,IPC General,2013-06-01,IPC_Variacion_Anual_INE
1.6,IPC General,2013-05-01,IPC_Variacion_Anual_INE
1.3,IPC General,2013-04-01,IPC_Variacion_Anual_INE
2.3,IPC General,2013-03-01,IPC_Variacion_Anual_INE
2.6,IPC General,2013-02-01,IPC_Variacion_Anual_INE
2.6,IPC General,2013-01-01,IPC_Variacion_Anual_INE
2.6,IPC General,2012-12-01,IPC_Variacion_Anual_INE
2.7,IPC General,2012-11-01,IPC_Variacion_Anual_INE
3.2,IPC General,2012-10-01,IPC_Variacion_Anual_INE
3.1,IPC General,2012-09-01,IPC_Variacion_Anual_INE
2.4,IPC General,2012-08-01,IPC_Variacion_Anual_INE
1.9,IPC General,2012-07-01,IPC_Variacion_Anual_INE
1.8,IPC General,2012-06-01,IPC_Variacion_Anual_INE
1.8,IPC General,2012-05-01,IPC_Variacion_Anual_INE
2.0,IPC General,2012-04-01,IPC_Variacion_Anual_INE
1.9,IPC General,2012-03-01,IPC_Variacion_Anual_INE
1.9,IPC General,2012-02-01,IPC_Variacion_Anual_INE
2.0,IPC General,2012-01-01,IPC_Variacion_Anual_INE
2.7,IPC General,2011-12-01,IPC_Variacion_Anual_INE
2.9,IPC General,2011-11-01,IPC_Variacion_Anual_INE
3.3,IPC General,2011-10-01,IPC_Variacion_Anual_INE
3.4,IPC General,2011-09-01,IPC_Variacion_Anual_INE
3.3,IPC General,2011-08-01,IPC_Variacion_Anual_INE
3.4,IPC General,2011-07-01,IPC_Variacion_Anual_INE
3.5,IPC General,2011-06-01,IPC_Variacion_Anual_INE
3.9,IPC General,2011-05-01,IPC_Variacion_Anual_INE
4.2,IPC General,2011-04-01,IPC_Variacion_Anual_INE
4.1,IPC General,2011-03-01,IPC_Variacion_Anual_INE
4.2,IPC General,2011-02-01,IPC_Variacion_Anual_INE
3.7,IPC General,2011-01-01,IPC_Variacion_Anual_INE
3.2,IPC General,2010-12-01,IPC_Variacion_Anual_INE
2.7,IPC General,2010-11-01,IPC_Variacion_Anual_INE
2.6,IPC General,2010-10-01,IPC_Variacion_Anual_INE
2.4,IPC General,2010-09-01,IPC_Variacion_Anual_INE
2.0,IPC General,2010-08-01,IPC_Variacion_Anual_INE
2.1,IPC General,2010-07-01,IPC_Variacion_Anual_INE
1.7,IPC General,2010-06-01,IPC_Variacion_Anual_INE
1.9,IPC General,2010-05-01,IPC_Variacion_Anual_INE
1.6,IPC General,2010-04-01,IPC_Variacion_Anual_INE
1.4,IPC General,2010-03-01,IPC_Variacion_Anual_INE
0.8,IPC General,2010-02-01,IPC_Variacion_Anual_INE
1.0,IPC General,2010-01-01,IPC_Variacion_Anual_INE
0.7,IPC General,2009-12-01,IPC_Variacion_Anual_INE
0.2,IPC General,2009-11-01,IPC_Variacion_Anual_INE
-0.8,IPC General,2009-10-01,IPC_Variacion_Anual_INE
-1.3,IPC General,2009-09-01,IPC_Variacion_Anual_INE
-1.1,IPC General,2009-08-01,IPC_Variacion_Anual_INE
-1.7,IPC General,2009-07-01,IPC_Variacion_Anual_INE
-1.3,IPC General,2009-06-01,IPC_Variacion_Anual_INE
-1.1,IPC General,2009-05-01,IPC_Variacion_Anual_INE
-0.3,IPC General,2009-04-01,IPC_Variacion_Anual_INE
-0.1,IPC General,2009-03-01,IPC_Variacion_Anual_INE
0.6,IPC General,2009-02-01,IPC_Variacion_Anual_INE
0.9,IPC General,2009-01-01,IPC_Variacion_Anual_INE
1.6,IPC General,2008-12-01,IPC_Variacion_Anual_INE
2.7,IPC General,2008-11-01,IPC_Variacion_Anual_INE
3.8,IPC General,2008-10-01,IPC_Variacion_Anual_INE
4.7,IPC General,2008-09-01,IPC_Variacion_Anual_INE
4.9,IPC General,2008-08-01,IPC_Variacion_Anual_INE
5.3,IPC General,2008-07-01,IPC_Variacion_Anual_INE
5.1,IPC General,2008-06-01,IPC_Variacion_Anual_INE
4.7,IPC General,2008-05-01,IPC_Variacion_Anual_INE
4.3,IPC General,2008-04-01,IPC_Variacion_Anual_INE
4.7,IPC General,2008-03-01,IPC_Variacion_Anual_INE
4.6,IPC General,2008-02-01,IPC_Variacion_Anual_INE
4.5,IPC General,2008-01-01,IPC_Variacion_Anual_INE
4.1,IPC General,2007-12-01,IPC_Variacion_Anual_INE
3.9,IPC General,2007-11-01,IPC_Variacion_Anual_INE
3.4,IPC General,2007-10-01,IPC_Variacion_Anual_INE
2.6,IPC General,2007-09-01,IPC_Variacion_Anual_INE
2.2,IPC General,2007-08-01,IPC_Variacion_Anual_INE
2.3,IPC General,2007-07-01,IPC_Variacion_Anual_INE
2.4,IPC General,2007-06-01,IPC_Variacion_Anual_INE
2.3,IPC General,2007-05-01,IPC_Variacion_Anual_INE
2.1,IPC General,2007-04-01,IPC_Variacion_Anual_INE
2.1,IPC General,2007-03-01,IPC_Variacion_Anual_INE
2.0,IPC General,2007-02-01,IPC_Variacion_Anual_INE
2.0,IPC General,2007-01-01,IPC_Variacion_Anual_INE
2.4,IPC General,2006-12-01,IPC_Variacion_Anual_INE
2.4,IPC General,2006-11-01,IPC_Variacion_Anual_INE
2.3,IPC General,2006-10-01,IPC_Variacion_Anual_INE
2.7,IPC General,2006-09-01,IPC_Variacion_Anual_INE
3.4,IPC General,2006-08-01,IPC_Variacion_Anual_INE
3.5,IPC General,2006-07-01,IPC_Variacion_Anual_INE
3.7,IPC General,2006-06-01,IPC_Variacion_Anual_INE
3.9,IPC General,2006-05-01,IPC_Variacion_Anual_INE
3.8,IPC General,2006-04-01,IPC_Variacion_Anual_INE
3.8,IPC General,2006-03-01,IPC_Variacion_Anual_INE
4.0,IPC General,2006-02-01,IPC_Variacion_Anual_INE
4.0,IPC General,2006-01-01,IPC_Variacion_Anual_INE
3.5,IPC General,2005-12-01,IPC_Variacion_Anual_INE
3.1,IPC General,2005-11-01,IPC_Variacion_Anual_INE
3.3,IPC General,2005-10-01,IPC_Variacion_Anual_INE
3.6,IPC General,2005-09-01,IPC_Variacion_Anual_INE
3.2,IPC General,2005-08-01,IPC_Variacion_Anual_INE
3.2,IPC General,2005-07-01,IPC_Variacion_Anual_INE
2.9,IPC General,2005-06-01,IPC_Variacion_Anual_INE
2.7,IPC General,2005-05-01,IPC_Variacion_Anual_INE
3.1,IPC General,2005-04-01,IPC_Variacion_Anual_INE
3.0,IPC General,2005-03-01,IPC_Variacion_Anual_INE
2.9,IPC General,2005-02-01,IPC_Variacion_Anual_INE
2.7,IPC General,2005-01-01,IPC_Variacion_Anual_INE
3.1,IPC General,2004-12-01,IPC_Variacion_Anual_INE
3.4,IPC General,2004-11-01,IPC_Variacion_Anual_INE
3.6,IPC General,2004-10-01,IPC_Variacion_Anual_INE
3.0,IPC General,2004-09-01,IPC_Variacion_Anual_INE
3.1,IPC General,2004-08-01,IPC_Variacion_Anual_INE
3.1,IPC General,2004-07-01,IPC_Variacion_Anual_INE
3.3,IPC General,2004-06-01,IPC_Variacion_Anual_INE
3.2,IPC General,2004-05-01,IPC_Variacion_Anual_INE
2.5,IPC General,2004-04-01,IPC_Variacion_Anual_INE
2.1,IPC General,2004-03-01,IPC_Variacion_Anual_INE
2.1,IPC General,2004-02-01,IPC_Variacion_Anual_INE
2.4,IPC General,2004-01-01,IPC_Variacion_Anual_INE
2.4,IPC General,2003-12-01,IPC_Variacion_Anual_INE
2.6,IPC General,2003-11-01,IPC_Variacion_Anual_INE
2.9,IPC General,2003-10-01,IPC_Variacion_Anual_INE
2.9,IPC General,2003-09-01,IPC_Variacion_Anual_INE
2.9,IPC General,2003-08-01,IPC_Variacion_Anual_INE
2.7,IPC General,2003-07-01,IPC_Variacion_Anual_INE
2.7,IPC General,2003-06-01,IPC_Variacion_Anual_INE
2.5,IPC General,2003-05-01,IPC_Variacion_Anual_INE
3.1,IPC General,2003-04-01,IPC_Variacion_Anual_INE
3.6,IPC General,2003-03-01,IPC_Variacion_Anual_INE
3.8,IPC General,2003-02-01,IPC_Variacion_Anual_INE
3.7,IPC General,2003-01-01,IPC_Variacion_Anual_INE
3.8,IPC General,2002-12-01,IPC_Variacion_Anual_INE
3.6,IPC General,2002-11-01,IPC_Variacion_Anual_INE
4.2,IPC General,2002-10-01,IPC_Variacion_Anual_INE
3.7,IPC General,2002-09-01,IPC_Variacion_Anual_INE
3.8,IPC General,2002-08-01,IPC_Variacion_Anual_INE
3.6,IPC General,2002-07-01,IPC_Variacion_Anual_INE
3.6,IPC General,2002-06-01,IPC_Variacion_Anual_INE
3.9,IPC General,2002-05-01,IPC_Variacion_Anual_INE
4.0,IPC General,2002-04-01,IPC_Variacion_Anual_INE
3.4,IPC General,2002-03-01,IPC_Variacion_Anual_INE
3.2,IPC General,2002-02-01,IPC_Variacion_Anual_INE
3.2,IPC General,2002-01-01,IPC_Variacion_Anual_INE
120.332,IPC General,2025-12-01,IPC_Indice_Base_2021_INE
120.03,IPC General,2025-11-01,IPC_Indice_Base_2021_INE
120.201,IPC General,2025-10-01,IPC_Indice_Base_2021_INE
119.683,IPC General,2025-09-01,IPC_Indice_Base_2021_INE
120.41,IPC General,2025-08-01,IPC_Indice_Base_2021_INE
120.35,IPC General,2025-07-01,IPC_Indice_Base_2021_INE
119.989,IPC General,2025-06-01,IPC_Indice_Base_2021_INE
118.83,IPC General,2025-05-01,IPC_Indice_Base_2021_INE
118.786,IPC General,2025-04-01,IPC_Indice_Base_2021_INE
117.717,IPC General,2025-03-01,IPC_Indice_Base_2021_INE
117.608,IPC General,2025-02-01,IPC_Indice_Base_2021_INE
116.989,IPC General,2025-01-01,IPC_Indice_Base_2021_INE
116.908,IPC General,2024-12-01,IPC_Indice_Base_2021_INE
116.298,IPC General,2024-11-01,IPC_Indice_Base_2021_INE
116.073,IPC General,2024-10-01,IPC_Indice_Base_2021_INE
115.874,IPC General,2024-09-01,IPC_Indice_Base_2021_INE
116.646,IPC General,2024-08-01,IPC_Indice_Base_2021_INE
116.313,IPC General,2024-07-01,IPC_Indice_Base_2021_INE
116.734,IPC General,2024-06-01,IPC_Indice_Base_2021_INE
116.027,IPC General,2024-05-01,IPC_Indice_Base_2021_INE
115.606,IPC General,2024-04-01,IPC_Indice_Base_2021_INE
114.454,IPC General,2024-03-01,IPC_Indice_Base_2021_INE
113.492,IPC General,2024-02-01,IPC_Indice_Base_2021_INE
113.175,IPC General,2024-01-01,IPC_Indice_Base_2021_INE
113.076,IPC General,2023-12-01,IPC_Indice_Base_2021_INE
